configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime
217,true,true,true,true,true,false,false,false,false,40,1,56,1.103,0.052,0.340
218,true,false,true,false,false,false,true,false,true,20,1,64,1.167,0.051,0.346
219,true,true,true,false,false,true,true,true,false,60,1,60,1.154,0.050,0.337
22,true,false,true,false,false,true,true,false,false,60,1,64,1.188,0.051,0.352
220,true,true,true,true,false,true,false,false,false,20,5,52,1.834,0.057,0.586
221,true,false,true,true,true,false,false,true,true,60,1,56,1.109,0.052,0.350
222,true,true,true,false,false,true,true,true,false,60,5,64,1.843,0.055,0.547
223,true,false,true,false,false,false,true,false,true,20,5,64,1.707,0.057,0.525
224,true,true,true,true,false,true,false,false,false,20,1,52,1.108,0.052,0.328
225,true,true,true,false,false,true,true,true,false,60,9,64,2.641,0.062,0.778
226,true,false,true,true,false,true,true,true,true,20,1,68,1.181,0.051,0.353
227,true,false,true,true,false,true,true,true,true,20,9,68,2.659,0.058,0.785
228,true,false,true,true,false,true,true,true,true,20,5,68,1.836,0.054,0.555
229,true,true,true,true,false,true,false,false,false,20,9,48,2.860,0.067,0.907
23,true,false,true,false,true,false,false,false,false,20,5,48,1.606,0.055,0.494
230,true,true,true,false,false,false,true,true,true,40,5,64,1.584,0.054,0.485
231,true,true,true,false,false,false,true,true,true,40,9,64,2.225,0.059,0.682
232,true,true,true,false,false,false,true,true,true,40,1,64,1.147,0.051,0.339
233,true,true,true,true,true,false,false,false,false,60,9,56,2.419,0.068,0.761
234,true,false,true,true,true,false,true,true,false,20,1,68,1.176,0.053,0.362
235,true,false,true,true,true,false,true,false,false,40,5,64,1.715,0.054,0.532
236,true,true,true,true,true,false,false,false,false,60,5,56,1.635,0.055,0.521
237,true,false,true,true,true,false,true,false,false,40,1,68,1.165,0.052,0.358
238,true,true,true,false,false,false,false,false,false,20,1,48,1.115,0.051,0.328
239,true,true,true,true,true,false,false,false,false,60,1,56,1.118,0.053,0.351
24,true,false,true,false,false,false,false,true,false,60,9,56,2.185,0.058,0.680
240,true,false,true,true,true,false,true,true,false,20,9,68,2.247,0.059,0.693
241,true,true,true,false,false,false,false,false,false,20,5,48,1.571,0.054,0.479
242,true,false,true,true,true,false,false,true,true,60,9,56,2.136,0.058,0.654
243,true,false,true,true,true,false,true,false,false,40,9,64,2.369,0.057,0.727
244,true,false,true,true,true,false,true,true,false,20,5,68,1.619,0.054,0.504
245,true,true,true,false,false,false,false,false,false,20,9,48,2.316,0.059,0.706
246,true,false,true,true,true,false,false,true,true,60,5,56,1.559,0.056,0.489
247,true,false,true,false,false,false,true,false,true,40,5,64,1.687,0.054,0.519
248,true,false,true,true,true,false,false,true,false,60,9,56,2.217,0.058,0.685
249,true,false,true,false,false,false,true,false,true,40,9,64,2.463,0.065,0.748
25,true,false,true,true,true,false,true,false,true,40,5,68,1.703,0.054,0.528
250,true,false,true,true,true,false,false,true,false,60,5,56,1.631,0.056,0.516
251,true,false,true,true,true,false,true,false,false,60,1,68,1.166,0.051,0.356
252,true,false,true,false,false,false,true,false,true,40,1,64,1.211,0.053,0.359
253,true,false,true,true,true,false,false,true,false,60,1,56,1.125,0.051,0.352
254,true,true,true,true,false,true,false,false,true,20,9,48,2.741,0.065,0.873
255,true,true,true,true,false,true,false,false,true,20,5,52,1.818,0.057,0.585
256,true,true,true,true,false,true,false,false,true,20,1,48,1.095,0.051,0.324
257,true,true,true,true,false,true,true,false,true,20,1,64,1.149,0.051,0.341
258,true,true,true,false,false,false,true,true,true,20,5,64,1.626,0.055,0.497
259,true,true,true,false,false,false,true,true,true,20,9,64,2.224,0.058,0.682
26,true,true,true,true,false,false,false,false,true,40,9,52,2.251,0.058,0.696
260,true,true,true,true,false,true,true,false,true,20,9,64,2.820,0.063,0.877
261,true,false,true,false,false,false,false,false,true,20,1,48,1.114,0.051,0.328
262,true,true,true,false,false,false,true,true,true,20,1,64,1.156,0.051,0.342
263,true,true,true,true,false,true,true,false,true,20,5,64,1.917,0.055,0.597
264,true,false,true,false,false,false,false,false,true,20,5,48,1.604,0.055,0.490
265,true,false,true,false,false,true,false,true,false,60,5,56,1.772,0.058,0.560
266,true,false,true,true,true,false,true,false,false,60,9,64,2.442,0.064,0.746
267,true,false,true,true,true,false,true,true,false,40,5,68,1.598,0.053,0.495
268,true,false,true,false,false,false,false,false,true,20,9,48,2.170,0.058,0.666
269,true,false,true,false,false,true,false,true,false,60,9,56,2.559,0.061,0.791
27,true,true,true,false,true,false,true,false,true,60,9,64,2.408,0.063,0.735
270,true,false,true,true,true,false,true,true,false,40,1,68,1.138,0.051,0.349
271,true,false,true,true,true,false,true,false,false,60,5,64,1.713,0.055,0.530
272,true,false,true,false,false,false,true,false,true,20,9,64,2.379,0.058,0.725
273,true,false,true,false,false,true,false,true,false,60,1,56,1.138,0.054,0.357
274,true,false,true,true,true,false,true,true,false,40,9,68,2.312,0.060,0.715
275,true,true,true,false,true,false,false,false,true,60,1,56,1.104,0.054,0.343
276,true,false,true,true,false,false,false,true,true,60,9,56,2.196,0.059,0.677
277,true,false,true,false,true,false,true,false,false,40,9,64,2.559,0.065,0.773
278,true,true,true,false,false,true,true,true,false,20,1,60,1.168,0.052,0.346
279,true,false,true,true,false,false,false,true,true,60,5,56,1.571,0.055,0.493
28,true,false,true,false,false,true,true,false,false,60,5,64,1.963,0.057,0.613
280,true,true,true,false,false,true,true,true,false,20,5,64,1.821,0.055,0.544
281,true,false,true,true,true,true,false,false,true,20,9,52,2.732,0.068,0.871
282,true,true,true,true,false,false,true,false,true,60,9,64,2.378,0.058,0.726
283,true,true,true,false,false,true,true,true,false,20,9,64,2.681,0.063,0.786
284,true,false,true,true,true,true,false,false,true,20,1,52,1.125,0.051,0.329
285,true,true,true,true,false,true,false,true,true,20,9,52,2.627,0.063,0.785
286,true,false,true,true,true,true,false,false,true,20,5,52,1.822,0.056,0.583
287,true,true,true,true,false,true,false,true,true,20,5,52,1.749,0.055,0.529
288,true,false,true,true,false,false,false,false,false,20,1,52,1.123,0.051,0.335
289,true,true,true,false,true,false,false,false,true,60,9,52,2.338,0.060,0.720
29,true,false,true,false,true,false,false,false,false,20,1,48,1.123,0.051,0.331
290,true,true,true,true,false,true,false,true,true,20,1,48,1.094,0.052,0.325
291,true,false,true,true,false,false,false,true,true,60,1,56,1.125,0.053,0.355
292,true,false,true,true,false,false,false,false,false,20,5,52,1.641,0.057,0.507
293,true,true,true,false,true,false,false,false,true,60,5,52,1.623,0.055,0.512
294,true,false,true,true,false,false,false,false,false,20,9,52,2.262,0.059,0.695
295,true,false,true,true,true,false,true,true,true,20,5,68,1.615,0.055,0.499
296,true,true,true,true,true,false,false,false,true,20,5,52,1.586,0.054,0.480
297,true,false,true,false,true,true,false,false,true,60,9,56,2.783,0.071,0.910
298,true,false,true,true,true,false,true,true,true,20,1,68,1.140,0.051,0.346
299,true,true,true,false,false,false,true,true,false,40,9,64,2.198,0.059,0.678
3,true,false,true,true,false,true,true,true,true,60,5,68,1.798,0.054,0.543
30,true,false,true,false,false,true,true,false,false,60,9,64,2.748,0.060,0.861
300,true,true,true,true,true,false,false,false,true,20,1,52,1.075,0.051,0.317
301,true,false,true,false,true,true,false,false,true,60,5,56,1.823,0.057,0.602
302,true,true,true,false,true,true,true,true,true,20,9,64,2.663,0.062,0.779
303,true,false,true,true,true,false,true,true,true,20,9,68,2.244,0.058,0.691
304,true,true,true,false,true,true,true,true,true,20,5,64,1.811,0.054,0.537
305,true,false,true,false,false,true,false,false,false,60,9,56,2.738,0.064,0.911
306,true,true,true,false,true,true,true,true,true,20,1,64,1.156,0.051,0.341
307,true,false,true,false,true,false,true,false,false,60,1,64,1.183,0.052,0.359
308,true,false,true,false,true,false,true,false,false,60,5,64,1.769,0.057,0.539
309,true,false,true,false,false,true,false,false,false,60,1,56,1.141,0.052,0.354
31,true,true,true,false,true,true,true,false,true,40,9,64,2.798,0.062,0.860
310,true,true,true,false,false,false,true,true,false,40,5,60,1.612,0.056,0.498
311,true,false,true,false,false,true,false,false,false,60,5,56,1.894,0.065,0.635
312,true,false,true,false,true,false,true,false,false,60,9,64,2.415,0.059,0.735
313,true,true,true,false,false,false,true,true,false,40,1,60,1.126,0.050,0.335
314,true,false,true,true,false,false,false,true,true,40,5,56,1.591,0.062,0.496
315,true,false,true,false,true,false,true,false,false,20,9,64,2.364,0.060,0.720
316,true,true,true,false,false,true,true,true,false,40,1,60,1.131,0.051,0.332
317,true,false,true,true,false,true,true,false,true,60,1,68,1.152,0.050,0.344
318,true,false,true,true,false,false,false,true,true,40,1,56,1.101,0.052,0.341
319,true,true,true,false,false,true,true,true,false,40,5,64,1.828,0.056,0.545
32,true,false,true,false,false,true,false,true,false,40,5,52,1.788,0.058,0.556
320,true,false,true,false,true,false,true,true,true,60,1,64,1.170,0.051,0.346
321,true,true,true,true,false,false,true,false,true,40,9,64,2.447,0.064,0.749
322,true,true,true,false,false,true,true,true,false,40,9,64,2.628,0.058,0.772
323,true,false,true,false,true,false,true,true,true,60,5,64,1.620,0.055,0.495
324,true,false,true,true,false,true,true,false,true,60,9,68,2.928,0.067,0.916
325,true,false,true,true,false,false,false,true,true,40,9,56,2.137,0.058,0.655
326,true,false,true,false,true,false,true,true,true,60,9,64,2.245,0.057,0.686
327,true,false,true,true,false,true,true,false,true,60,5,68,2.007,0.062,0.630
328,true,true,true,true,false,true,false,true,true,40,9,56,2.590,0.062,0.790
329,true,false,true,false,true,true,false,true,false,20,1,48,1.134,0.051,0.330
33,true,true,true,false,true,true,true,false,true,40,5,64,1.917,0.058,0.589
330,true,true,true,true,false,true,false,true,true,40,5,56,1.754,0.060,0.547
331,true,true,true,true,false,true,false,true,true,40,1,56,1.101,0.050,0.333
332,true,false,true,false,true,true,false,true,false,20,9,48,2.637,0.062,0.794
333,true,false,true,false,true,true,false,true,false,20,5,48,1.786,0.058,0.545
334,true,false,true,true,true,false,true,true,true,40,9,68,2.301,0.066,0.705
335,true,true,true,false,false,false,true,true,false,20,9,64,2.297,0.058,0.706
336,true,false,true,false,false,true,false,true,true,60,9,56,2.658,0.064,0.818
337,true,false,true,true,true,false,true,true,true,40,5,68,1.635,0.056,0.510
338,true,false,true,false,false,true,false,true,true,60,5,56,1.776,0.058,0.561
339,true,false,true,false,false,true,false,true,true,60,1,56,1.141,0.053,0.354
34,true,false,true,false,false,true,false,true,false,40,9,56,2.581,0.060,0.785
340,true,true,true,true,false,false,true,false,true,60,1,64,1.150,0.051,0.343
341,true,false,true,true,true,false,true,false,false,20,5,64,1.713,0.053,0.530
342,true,false,true,false,false,true,false,false,false,40,5,52,1.908,0.065,0.630
343,true,true,true,true,false,false,true,false,true,60,5,64,1.642,0.052,0.503
344,true,false,true,false,false,true,false,false,false,40,9,52,2.704,0.064,0.882
345,true,false,true,true,true,false,true,false,false,20,1,68,1.140,0.050,0.349
346,true,true,true,false,false,false,true,true,false,20,5,60,1.576,0.054,0.483
347,true,false,true,true,true,false,true,true,true,40,1,68,1.148,0.052,0.348
348,true,false,true,false,true,false,true,false,false,40,1,64,1.144,0.051,0.344
349,true,true,true,false,false,false,true,true,false,20,1,60,1.124,0.051,0.334
35,true,true,true,false,true,true,true,false,true,40,1,64,1.155,0.052,0.340
350,true,false,true,true,true,false,true,false,false,20,9,64,2.420,0.057,0.743
351,true,false,true,false,true,false,true,false,false,40,5,64,1.760,0.056,0.537
352,true,false,true,false,false,true,false,false,false,40,1,52,1.141,0.052,0.344
353,true,false,true,true,false,true,true,true,false,40,5,68,1.850,0.055,0.558
354,true,false,true,true,false,false,false,true,true,20,5,52,1.513,0.055,0.466
355,true,false,true,true,false,true,true,true,false,40,9,68,2.656,0.060,0.793
356,true,true,true,false,true,true,true,false,false,40,1,60,1.166,0.052,0.344
357,true,false,true,true,false,false,false,true,true,20,1,52,1.107,0.051,0.328
358,true,true,true,false,false,true,true,false,true,60,1,64,1.157,0.052,0.344
359,true,true,true,true,false,false,true,false,true,20,5,64,1.724,0.057,0.531
36,true,false,true,true,true,false,false,true,true,20,9,52,2.108,0.058,0.647
360,true,true,true,false,false,true,true,false,true,60,5,64,1.943,0.059,0.597
361,true,false,true,true,false,false,false,true,true,20,9,52,2.106,0.060,0.649
362,true,true,true,true,false,false,true,false,true,20,9,64,2.358,0.057,0.718
363,true,true,true,true,false,true,false,true,true,60,9,56,2.541,0.062,0.788
364,true,false,true,false,true,true,false,false,true,40,1,52,1.165,0.054,0.352
365,true,true,true,true,false,true,false,true,true,60,5,56,1.739,0.057,0.555
366,true,false,true,false,false,false,false,false,false,40,1,52,1.141,0.053,0.346
367,true,true,true,true,false,true,false,true,true,60,1,56,1.099,0.053,0.343
368,true,false,true,false,false,false,false,false,false,40,5,52,1.633,0.056,0.521
369,true,true,true,true,true,true,true,true,false,40,5,64,1.804,0.055,0.544
37,true,false,true,true,true,false,true,false,true,40,1,68,1.165,0.052,0.350
370,true,true,true,true,true,false,false,false,true,60,9,56,2.314,0.058,0.716
371,true,false,true,false,true,true,false,false,true,20,5,48,1.867,0.057,0.591
372,true,false,true,false,false,false,false,false,false,40,9,52,2.485,0.069,0.765
373,true,false,true,false,false,false,false,true,true,60,1,56,1.114,0.053,0.351
374,true,true,true,true,true,true,true,true,false,40,1,64,1.139,0.050,0.341
375,true,false,true,false,false,true,false,true,true,40,9,56,2.520,0.059,0.765
376,true,true,true,true,true,false,false,false,true,60,5,56,1.564,0.055,0.497
377,true,false,true,false,true,true,false,false,true,20,1,48,1.159,0.054,0.338
378,true,false,true,false,false,false,false,true,true,60,5,56,1.533,0.054,0.484
379,true,false,true,false,false,true,false,true,true,40,5,52,1.741,0.057,0.544
38,true,true,true,true,false,false,false,false,true,40,5,52,1.637,0.061,0.527
380,true,true,true,true,true,false,false,false,true,60,1,56,1.088,0.054,0.341
381,true,false,true,false,false,false,false,true,true,60,9,56,2.199,0.060,0.669
382,true,false,true,false,false,true,false,true,true,40,1,52,1.137,0.054,0.345
383,true,true,true,false,true,true,true,true,true,60,9,64,2.647,0.061,0.772
384,true,false,true,false,true,true,false,false,true,20,9,48,2.723,0.060,0.868
385,true,true,true,false,false,true,true,false,true,60,9,64,2.825,0.061,0.877
386,true,true,true,true,false,false,true,false,true,40,1,64,1.152,0.051,0.345
387,true,false,true,false,false,true,false,false,false,20,5,48,1.860,0.056,0.595
388,true,true,true,false,true,true,true,true,true,60,5,64,1.811,0.055,0.537
389,true,true,true,true,false,false,true,false,true,40,5,64,1.674,0.054,0.514
39,true,true,true,false,true,true,false,true,true,20,1,48,1.119,0.051,0.321
390,true,false,true,false,false,true,false,false,false,20,9,48,2.809,0.066,0.902
391,true,true,true,false,true,true,true,true,true,60,1,64,1.173,0.051,0.345
392,true,true,true,false,true,true,true,false,false,40,5,60,1.988,0.062,0.615
393,true,false,true,false,false,true,false,false,false,20,1,48,1.143,0.052,0.336
394,true,true,true,true,true,true,true,true,false,40,9,64,2.660,0.064,0.786
395,true,true,true,false,true,true,true,false,false,40,9,60,2.826,0.066,0.881
396,true,false,true,true,false,true,true,true,false,60,1,64,1.187,0.052,0.358
397,true,false,true,true,false,true,true,true,false,20,1,64,1.186,0.051,0.359
398,true,true,true,true,false,true,false,true,false,60,9,56,2.611,0.063,0.811
399,true,false,true,true,false,true,true,true,false,20,5,68,1.849,0.056,0.560
4,true,false,true,true,false,true,true,true,true,60,1,68,1.170,0.052,0.350
40,true,false,true,true,true,false,false,true,true,20,5,52,1.515,0.055,0.462
400,true,true,true,true,false,true,false,true,false,60,5,56,1.751,0.056,0.557
401,true,true,true,true,false,true,false,true,false,60,1,56,1.119,0.054,0.355
402,true,false,true,true,false,true,true,true,false,20,9,68,2.648,0.057,0.787
403,true,true,true,false,false,true,true,false,true,40,1,64,1.198,0.052,0.352
404,true,false,true,true,true,true,false,false,false,60,9,56,2.754,0.063,0.911
405,true,false,true,false,false,false,false,false,false,60,1,56,1.133,0.052,0.352
406,true,false,true,false,true,true,false,false,true,60,1,56,1.124,0.053,0.348
407,true,false,true,false,false,false,false,false,false,60,5,56,1.677,0.057,0.541
408,true,true,true,true,true,false,false,false,true,20,9,48,2.302,0.063,0.695
409,true,false,true,false,false,true,false,true,true,20,9,52,2.545,0.059,0.763
41,true,false,true,false,false,true,false,true,false,40,1,52,1.146,0.053,0.351
410,true,true,true,true,true,false,false,false,true,40,9,56,2.226,0.057,0.680
411,true,false,true,false,true,true,false,false,true,40,9,52,2.661,0.062,0.856
412,true,false,true,false,false,false,false,false,false,60,9,52,2.403,0.061,0.754
413,true,true,true,true,true,true,true,true,false,60,9,64,2.628,0.060,0.780
414,true,false,true,false,false,true,false,true,true,20,5,48,1.777,0.055,0.536
415,true,true,true,true,true,false,false,false,true,40,5,56,1.623,0.057,0.509
416,true,false,true,false,true,true,false,false,true,40,5,52,1.847,0.057,0.601
417,true,true,true,true,true,true,true,true,false,60,5,64,1.797,0.054,0.540
418,true,false,true,false,false,true,false,true,true,20,1,48,1.210,0.053,0.349
419,true,true,true,false,true,true,true,true,true,40,9,64,2.701,0.062,0.787
42,true,true,true,true,false,false,false,false,true,40,1,56,1.112,0.054,0.341
420,true,true,true,true,true,false,false,false,true,40,1,56,1.084,0.052,0.331
421,true,true,true,true,true,true,true,true,false,60,1,64,1.144,0.050,0.339
422,true,true,true,false,true,true,true,true,true,40,5,64,1.855,0.056,0.550
423,true,true,true,false,false,false,true,true,false,60,1,60,1.166,0.053,0.348
424,true,true,true,false,true,true,true,true,true,40,1,64,1.223,0.055,0.360
425,true,true,true,false,false,true,true,false,true,40,5,64,1.899,0.056,0.583
426,true,true,true,false,true,true,true,false,false,20,9,60,2.892,0.065,0.907
427,true,true,true,false,false,true,true,false,true,40,9,64,2.867,0.061,0.893
428,true,true,true,true,false,false,true,false,true,20,1,64,1.145,0.051,0.342
429,true,true,true,false,false,false,true,true,false,60,9,64,2.301,0.061,0.708
43,true,false,true,false,true,false,false,false,false,20,9,48,2.259,0.060,0.687
430,true,true,true,false,true,true,true,false,false,20,1,60,1.155,0.051,0.343
431,true,true,true,false,false,false,true,true,false,60,5,60,1.625,0.055,0.500
432,true,false,true,true,false,true,true,true,false,40,1,64,1.182,0.051,0.358
433,true,true,true,false,true,true,true,false,false,20,5,60,1.898,0.056,0.585
434,true,true,true,false,true,false,false,true,false,60,9,56,2.207,0.059,0.675
435,true,false,true,false,true,false,true,false,true,20,1,64,1.200,0.054,0.358
436,true,true,true,false,true,true,true,true,false,60,1,60,1.184,0.051,0.352
437,true,true,true,false,true,false,false,true,false,60,1,52,1.112,0.053,0.343
438,true,false,true,false,true,false,true,false,true,20,5,64,1.686,0.054,0.514
439,true,true,true,false,true,false,false,true,false,60,5,56,1.608,0.057,0.504
44,true,false,true,true,true,false,false,true,true,20,1,52,1.104,0.052,0.326
440,true,false,true,false,true,false,true,false,true,20,9,64,2.456,0.065,0.749
441,true,true,true,false,false,true,true,false,true,20,1,64,1.165,0.051,0.342
442,true,false,true,true,true,true,false,true,false,20,9,52,2.613,0.062,0.786
443,true,false,true,true,true,true,false,true,false,20,5,52,1.837,0.060,0.569
444,true,false,true,true,true,true,false,false,false,40,9,56,2.700,0.064,0.880
445,true,false,true,true,true,true,false,false,false,60,1,56,1.151,0.054,0.360
446,true,true,true,true,true,true,true,false,false,20,5,64,1.882,0.055,0.588
447,true,false,true,true,true,true,false,false,false,60,5,56,1.843,0.061,0.618
448,true,true,true,true,true,true,true,false,false,20,1,64,1.142,0.050,0.341
449,true,true,true,true,false,false,true,true,false,60,1,64,1.207,0.054,0.366
45,true,false,true,true,true,false,false,true,true,40,1,56,1.124,0.051,0.345
450,true,false,true,false,false,true,false,false,true,20,9,48,2.747,0.064,0.879
451,true,false,true,false,false,true,false,false,true,20,5,48,1.863,0.057,0.594
452,true,false,true,true,true,true,false,true,false,40,1,56,1.122,0.051,0.343
453,true,false,true,false,false,true,false,false,true,20,1,48,1.127,0.051,0.330
454,true,true,true,false,false,true,true,false,true,20,5,64,1.917,0.059,0.588
455,true,true,true,false,false,true,true,false,true,20,9,64,2.813,0.062,0.871
456,true,true,true,false,true,true,true,true,false,60,5,64,1.855,0.055,0.554
457,true,true,true,true,false,false,true,true,false,60,5,64,1.691,0.061,0.525
458,true,true,true,true,true,true,true,false,false,20,9,64,2.776,0.061,0.864
459,true,true,true,false,true,true,true,true,false,60,9,64,2.652,0.060,0.775
46,true,true,true,false,true,false,false,true,true,60,1,56,1.103,0.052,0.340
460,true,true,true,true,false,false,true,true,false,60,9,64,2.260,0.060,0.695
461,true,true,true,false,true,false,false,true,false,40,5,52,1.558,0.056,0.486
462,true,false,true,true,false,true,true,true,false,60,5,68,1.918,0.058,0.580
463,true,true,true,false,true,false,false,false,false,60,9,52,2.348,0.059,0.736
464,true,true,true,false,true,false,false,true,false,40,9,52,2.173,0.058,0.668
465,true,true,true,false,true,true,true,false,false,60,1,60,1.186,0.053,0.352
466,true,false,true,true,false,true,true,true,false,60,9,68,2.676,0.060,0.793
467,true,true,true,false,true,false,false,false,false,60,5,52,1.796,0.065,0.566
468,true,true,true,false,true,false,false,false,false,60,1,52,1.110,0.052,0.343
469,true,true,true,false,true,false,false,true,false,40,1,52,1.157,0.053,0.350
47,true,false,true,true,false,true,true,true,true,40,5,68,1.840,0.056,0.559
470,true,false,true,true,false,false,false,true,false,60,1,56,1.151,0.053,0.364
471,true,false,true,true,true,true,false,true,true,60,5,60,1.744,0.058,0.557
472,true,false,true,true,false,false,false,true,false,60,5,56,1.692,0.066,0.543
473,true,false,true,true,true,true,false,true,true,60,9,60,2.645,0.069,0.822
474,true,false,true,true,true,true,false,false,false,20,5,52,1.834,0.055,0.589
475,true,false,true,true,false,false,false,true,false,60,9,56,2.249,0.063,0.696
476,true,false,true,true,true,true,false,false,false,20,9,52,2.759,0.067,0.886
